,rank,name,birth,team,year,gp,cg,sho,gs,win,loss,save,hold,inning,runs,earned_run,batter_faced,hits,base2,base3,home_run,walk,intentional_walk,hb,so,balk,wild,ERA,FIP,WHIP,ERAplus,FIPplus,WAR,WPA,relief_WAR
72,73.0,차동철,1963-01-27,Haitai Tigers,1987,35.0,7.0,2.0,23.0,9.0,11.0,0.0,0.0,159.2,65.0,56.0,653.0,157.0,0.0,0.0,8.0,39.0,2.0,5.0,49.0,0.0,0.0,3.16,3.29,1.23,110.5,105.9,3.1,0.0,0.83
73,74.0,차동철,1963-01-27,Haitai Tigers,1986,33.0,3.0,2.0,21.0,10.0,4.0,3.0,0.0,131.0,46.0,41.0,535.0,134.0,0.0,0.0,4.0,24.0,1.0,5.0,35.0,0.0,1.0,2.82,2.58,1.21,108.3,118.3,3.04,0.0,0.83
74,75.0,강만식,1957-02-15,Haitai Tigers,1985,41.0,5.0,2.0,37.0,13.0,8.0,0.0,0.0,198.2,78.0,73.0,803.0,178.0,0.0,0.0,22.0,44.0,0.0,19.0,63.0,0.0,1.0,3.31,3.97,1.12,105.6,87.9,3.02,0.0,0.82
75,76.0,김진욱,1960-08-05,OB Bears,1985,30.0,4.0,2.0,22.0,10.0,8.0,0.0,0.0,143.0,56.0,48.0,605.0,134.0,0.0,0.0,7.0,55.0,0.0,10.0,57.0,1.0,4.0,3.02,3.42,1.32,118.0,104.3,2.96,0.0,0.82
76,77.0,문희수,1965-03-15,Haitai Tigers,1987,22.0,4.0,1.0,13.0,7.0,7.0,2.0,0.0,109.1,34.0,27.0,429.0,89.0,0.0,0.0,5.0,27.0,1.0,4.0,37.0,1.0,0.0,2.22,3.21,1.06,156.9,108.7,2.95,0.0,0.81
77,78.0,박상열,1955-08-05,OB Bears,1984,30.0,1.0,0.0,22.0,12.0,7.0,0.0,0.0,133.0,42.0,38.0,532.0,108.0,0.0,0.0,8.0,49.0,0.0,10.0,47.0,0.0,1.0,2.57,3.55,1.18,130.6,94.7,2.92,0.0,0.8
78,79.0,김일융,1951-05-11,Samsung Lions,1986,19.0,7.0,2.0,19.0,13.0,4.0,0.0,0.0,138.2,47.0,39.0,573.0,120.0,0.0,0.0,8.0,45.0,4.0,2.0,60.0,0.0,1.0,2.53,2.89,1.19,122.1,107.0,2.92,0.0,
79,80.0,방수원,1960-01-04,Haitai Tigers,1988,28.0,0.0,0.0,2.0,2.0,1.0,6.0,0.0,80.0,17.0,15.0,320.0,63.0,0.0,0.0,1.0,23.0,1.0,2.0,23.0,0.0,0.0,1.69,3.07,1.08,227.0,124.9,2.9,0.0,0.77
80,81.0,유종겸,1956-09-14,MBC Blue Dragons,1984,38.0,6.0,0.0,16.0,8.0,10.0,4.0,0.0,183.2,79.0,72.0,770.0,181.0,0.0,0.0,13.0,52.0,1.0,5.0,86.0,1.0,4.0,3.53,3.04,1.27,87.6,101.7,2.9,0.0,0.75
81,82.0,김용남,1958-02-26,Haitai Tigers,1984,31.0,6.0,2.0,21.0,7.0,11.0,1.0,0.0,132.2,58.0,45.0,547.0,133.0,0.0,0.0,10.0,19.0,0.0,1.0,68.0,0.0,1.0,3.05,2.55,1.15,108.0,129.4,2.9,0.0,0.74
82,83.0,이상윤,1960-12-21,Haitai Tigers,1988,30.0,3.0,1.0,22.0,16.0,6.0,0.0,0.0,137.0,56.0,44.0,575.0,98.0,0.0,0.0,3.0,75.0,1.0,4.0,55.0,1.0,4.0,2.89,3.77,1.26,132.5,101.6,2.89,0.0,0.74
83,84.0,차동철,1963-01-27,Haitai Tigers,1988,32.0,5.0,3.0,15.0,10.0,6.0,1.0,0.0,146.0,68.0,54.0,607.0,156.0,0.0,0.0,11.0,21.0,2.0,10.0,45.0,0.0,4.0,3.33,3.54,1.21,115.1,108.3,2.84,0.0,0.74
84,85.0,황규봉,1953-04-24,Samsung Lions,1984,30.0,2.0,1.0,8.0,10.0,2.0,4.0,0.0,108.0,42.0,39.0,452.0,109.0,0.0,0.0,4.0,24.0,1.0,8.0,48.0,0.0,2.0,3.25,2.6,1.23,102.5,128.4,2.83,0.0,0.71
85,86.0,배경환,1956-07-08,Lotte Giants,1983,37.0,4.0,2.0,20.0,7.0,4.0,0.0,0.0,150.0,72.0,53.0,637.0,159.0,0.0,0.0,9.0,32.0,0.0,5.0,62.0,2.0,2.0,3.18,2.75,1.27,103.8,120.0,2.81,0.0,0.7
86,87.0,장호연,1960-05-05,OB Bears,1984,31.0,0.0,0.0,4.0,5.0,3.0,1.0,0.0,102.1,34.0,18.0,407.0,77.0,0.0,0.0,3.0,35.0,0.0,4.0,47.0,0.0,3.0,1.58,2.75,1.09,212.2,122.3,2.81,0.0,0.68
87,88.0,김대현,1962-06-16,Haitai Tigers,1987,31.0,3.0,0.0,12.0,9.0,5.0,3.0,0.0,142.1,48.0,44.0,580.0,121.0,0.0,0.0,12.0,53.0,2.0,4.0,51.0,0.0,3.0,2.78,4.01,1.22,125.4,87.1,2.75,0.0,0.68
88,89.0,이용철,1966-10-06,MBC Blue Dragons,1988,29.0,6.0,0.0,19.0,7.0,11.0,0.0,0.0,144.1,63.0,44.0,610.0,138.0,0.0,0.0,5.0,55.0,0.0,7.0,46.0,2.0,1.0,2.74,3.68,1.34,136.7,101.9,2.75,0.0,0.68
89,90.0,권영호,1954-01-23,Samsung Lions,1983,32.0,5.0,0.0,15.0,6.0,10.0,7.0,0.0,135.0,58.0,48.0,556.0,113.0,0.0,0.0,7.0,48.0,2.0,6.0,49.0,1.0,2.0,3.2,3.16,1.19,104.6,105.8,2.69,0.0,0.67
90,91.0,양일환,1961-06-10,Samsung Lions,1983,32.0,4.0,0.0,21.0,9.0,7.0,1.0,0.0,176.1,82.0,63.0,738.0,155.0,0.0,0.0,12.0,63.0,2.0,11.0,63.0,1.0,1.0,3.22,3.45,1.24,104.0,96.9,2.64,0.0,0.65
91,92.0,권영호,1954-01-23,Samsung Lions,1984,29.0,2.0,0.0,18.0,6.0,8.0,2.0,0.0,137.1,53.0,50.0,574.0,124.0,0.0,0.0,8.0,57.0,3.0,4.0,52.0,1.0,0.0,3.28,3.41,1.32,101.7,97.8,2.61,0.0,0.65
92,93.0,김홍명,1962-06-16,Binggre Eagles,1988,24.0,7.0,1.0,22.0,8.0,13.0,0.0,0.0,151.2,75.0,72.0,656.0,158.0,0.0,0.0,8.0,72.0,6.0,4.0,61.0,1.0,3.0,4.27,3.84,1.52,91.9,102.1,2.61,0.0,0.65
93,94.0,양상문,1961-03-24,Pacific Dolphins,1988,38.0,8.0,1.0,23.0,9.0,12.0,3.0,0.0,169.1,89.0,72.0,722.0,185.0,0.0,0.0,12.0,54.0,0.0,2.0,68.0,0.0,6.0,3.83,3.69,1.41,100.1,103.8,2.6,0.0,0.64
94,95.0,김시진,1958-03-20,Samsung Lions,1988,25.0,5.0,1.0,19.0,11.0,9.0,0.0,0.0,144.1,62.0,56.0,602.0,107.0,0.0,0.0,10.0,70.0,1.0,7.0,67.0,0.0,3.0,3.49,4.13,1.23,110.4,93.4,2.58,0.0,0.64
95,96.0,최계훈,1961-06-06,Samsung Lions,1984,34.0,4.0,0.0,12.0,8.0,8.0,9.0,0.0,137.1,67.0,54.0,589.0,132.0,0.0,0.0,9.0,55.0,2.0,6.0,99.0,2.0,1.0,3.54,2.84,1.36,94.8,118.1,2.55,0.0,0.64
96,97.0,신완근,1966-02-14,Pacific Dolphins,1988,37.0,1.0,0.0,4.0,2.0,9.0,3.0,0.0,139.0,71.0,62.0,585.0,141.0,0.0,0.0,8.0,44.0,0.0,3.0,73.0,1.0,0.0,4.01,3.29,1.33,95.4,116.4,2.54,0.0,0.64
97,98.0,진동한,1961-06-04,Samsung Lions,1987,28.0,2.0,0.0,20.0,12.0,6.0,2.0,0.0,144.0,56.0,45.0,596.0,144.0,0.0,0.0,8.0,49.0,2.0,7.0,34.0,0.0,0.0,2.81,3.84,1.34,126.9,92.9,2.53,0.0,0.63
98,99.0,권영호,1954-01-23,Samsung Lions,1987,32.0,0.0,0.0,2.0,5.0,3.0,18.0,0.0,89.2,27.0,24.0,356.0,74.0,0.0,0.0,7.0,30.0,1.0,0.0,28.0,0.0,1.0,2.41,3.83,1.16,148.2,93.2,2.53,0.0,0.63
99,100.0,계형철,1953-04-03,OB Bears,1983,29.0,9.0,3.0,27.0,9.0,12.0,0.0,0.0,193.1,97.0,74.0,816.0,190.0,0.0,0.0,11.0,72.0,2.0,13.0,86.0,3.0,9.0,3.44,3.2,1.36,95.0,102.4,2.53,0.0,0.62
100,101.0,유종겸,1956-09-14,MBC Blue Dragons,1986,41.0,1.0,1.0,15.0,10.0,7.0,0.0,0.0,145.2,61.0,49.0,599.0,131.0,0.0,0.0,8.0,49.0,1.0,5.0,84.0,0.0,5.0,3.03,2.73,1.24,98.0,108.7,2.52,0.0,0.61
101,102.0,문희수,1965-03-15,Haitai Tigers,1988,26.0,4.0,1.0,13.0,8.0,7.0,3.0,0.0,110.1,45.0,37.0,458.0,101.0,0.0,0.0,9.0,33.0,1.0,1.0,55.0,0.0,2.0,3.02,3.54,1.22,126.9,108.2,2.51,0.0,0.61
102,103.0,조병천,1960-05-25,Pacific Dolphins,1988,28.0,4.0,0.0,15.0,2.0,10.0,1.0,0.0,128.0,59.0,56.0,546.0,134.0,0.0,0.0,6.0,44.0,3.0,1.0,40.0,0.0,1.0,3.94,3.55,1.39,97.3,108.0,2.49,0.0,0.61
103,104.0,주동식,1948-08-23,Haitai Tigers,1984,18.0,4.0,2.0,10.0,6.0,5.0,0.0,0.0,83.1,23.0,21.0,333.0,74.0,0.0,0.0,4.0,21.0,4.0,3.0,27.0,0.0,0.0,2.27,2.84,1.14,145.3,116.2,2.48,0.0,0.61
104,105.0,성준,1962-09-25,Samsung Lions,1988,31.0,4.0,2.0,21.0,11.0,8.0,2.0,0.0,159.2,67.0,59.0,668.0,135.0,0.0,0.0,17.0,74.0,3.0,3.0,59.0,1.0,4.0,3.33,4.61,1.31,116.0,83.6,2.43,0.0,0.6
105,106.0,계형철,1953-04-03,OB Bears,1987,25.0,5.0,0.0,24.0,8.0,12.0,0.0,0.0,148.1,59.0,43.0,633.0,122.0,0.0,0.0,3.0,74.0,0.0,6.0,53.0,0.0,1.0,2.61,3.63,1.32,131.8,94.6,2.4,0.0,0.6
106,107.0,신동수,1966-10-01,Haitai Tigers,1987,31.0,2.0,1.0,14.0,5.0,4.0,0.0,0.0,127.2,48.0,43.0,524.0,112.0,0.0,0.0,10.0,53.0,4.0,3.0,67.0,0.0,0.0,3.03,3.66,1.29,115.1,95.3,2.4,0.0,0.6
107,108.0,배경환,1956-07-08,Lotte Giants,1985,22.0,2.0,1.0,15.0,6.0,6.0,0.0,0.0,98.2,36.0,31.0,406.0,93.0,0.0,0.0,6.0,21.0,2.0,4.0,38.0,0.0,3.0,2.83,2.94,1.16,120.6,116.1,2.37,0.0,0.6
108,109.0,신동수,1966-10-01,Haitai Tigers,1988,22.0,2.0,1.0,11.0,5.0,2.0,1.0,0.0,81.1,25.0,22.0,338.0,87.0,0.0,0.0,6.0,19.0,1.0,2.0,40.0,1.0,0.0,2.43,3.29,1.3,157.3,116.4,2.3,0.0,0.59
109,110.0,김문희,1955-03-23,Lotte Giants,1983,34.0,5.0,0.0,20.0,8.0,10.0,0.0,0.0,155.1,70.0,60.0,649.0,154.0,0.0,0.0,12.0,53.0,2.0,3.0,46.0,2.0,2.0,3.48,3.51,1.33,94.9,93.9,2.28,0.0,0.58
110,111.0,박동수,1961-06-12,Lotte Giants,1988,31.0,0.0,0.0,13.0,7.0,8.0,2.0,0.0,114.1,59.0,46.0,490.0,131.0,0.0,0.0,6.0,27.0,2.0,7.0,59.0,2.0,3.0,3.62,3.07,1.38,105.8,124.8,2.28,0.0,0.58
111,112.0,임호균,1956-03-26,Chungbo Pintos,1987,27.0,11.0,1.0,21.0,9.0,10.0,0.0,0.0,173.2,80.0,73.0,748.0,185.0,0.0,0.0,8.0,80.0,9.0,6.0,38.0,0.0,8.0,3.78,3.96,1.53,94.9,90.7,2.27,0.0,0.57
112,113.0,김정행,1952-05-15,Lotte Giants,1985,19.0,5.0,2.0,16.0,7.0,5.0,0.0,0.0,115.1,42.0,35.0,482.0,103.0,0.0,0.0,6.0,54.0,0.0,4.0,55.0,0.0,2.0,2.73,3.45,1.36,124.9,98.9,2.24,0.0,0.57
113,114.0,문희수,1965-03-15,Haitai Tigers,1985,39.0,2.0,0.0,24.0,12.0,8.0,1.0,0.0,144.2,69.0,56.0,631.0,159.0,0.0,0.0,11.0,48.0,1.0,5.0,64.0,2.0,1.0,3.48,3.4,1.43,100.2,102.7,2.23,0.0,0.57
114,115.0,양일환,1961-06-10,Samsung Lions,1987,18.0,4.0,2.0,9.0,8.0,4.0,1.0,0.0,86.0,23.0,18.0,333.0,62.0,0.0,0.0,4.0,34.0,0.0,6.0,35.0,0.0,0.0,1.88,3.65,1.12,189.5,97.7,2.23,0.0,0.56
115,116.0,임호균,1956-03-26,Lotte Giants,1984,27.0,9.0,0.0,24.0,10.0,9.0,0.0,0.0,161.2,64.0,53.0,692.0,151.0,0.0,0.0,9.0,80.0,2.0,3.0,44.0,0.0,2.0,2.95,3.82,1.43,110.3,85.1,2.23,0.0,0.56
116,117.0,유종겸,1956-09-14,MBC Blue Dragons,1985,33.0,3.0,0.0,13.0,10.0,8.0,1.0,0.0,135.1,52.0,45.0,547.0,111.0,0.0,0.0,10.0,52.0,1.0,5.0,40.0,0.0,8.0,2.99,3.83,1.2,111.6,87.3,2.19,0.0,0.56
117,118.0,김용남,1958-02-26,Haitai Tigers,1985,43.0,1.0,0.0,10.0,11.0,6.0,8.0,0.0,134.2,74.0,67.0,560.0,147.0,0.0,0.0,14.0,26.0,2.0,3.0,74.0,0.0,1.0,4.48,3.07,1.29,78.0,113.7,2.15,0.0,0.56
118,119.0,박동수,1961-06-12,Lotte Giants,1987,32.0,8.0,1.0,14.0,9.0,8.0,3.0,0.0,140.0,72.0,66.0,601.0,164.0,0.0,0.0,10.0,27.0,0.0,13.0,71.0,0.0,3.0,4.24,3.24,1.36,83.3,109.1,2.12,0.0,0.56
119,120.0,김대중,1963-03-16,Binggre Eagles,1988,23.0,4.0,1.0,18.0,7.0,7.0,1.0,0.0,119.0,54.0,51.0,508.0,131.0,0.0,0.0,9.0,34.0,2.0,13.0,36.0,1.0,1.0,3.86,4.09,1.39,101.8,95.9,2.11,0.0,0.55
120,121.0,계형철,1953-04-03,OB Bears,1988,33.0,2.0,0.0,18.0,10.0,12.0,2.0,0.0,129.2,59.0,54.0,558.0,121.0,0.0,0.0,7.0,62.0,2.0,2.0,48.0,0.0,3.0,3.75,3.97,1.41,100.4,94.6,2.11,0.0,0.55
121,122.0,황태환,1952-08-06,OB Bears,1985,35.0,1.0,1.0,6.0,4.0,8.0,1.0,0.0,97.0,42.0,38.0,402.0,79.0,0.0,0.0,6.0,40.0,2.0,2.0,50.0,0.0,2.0,3.53,3.23,1.23,101.1,110.5,2.1,0.0,0.54
122,123.0,조도연,1961-08-06,Haitai Tigers,1985,36.0,1.0,0.0,15.0,4.0,6.0,2.0,0.0,123.2,56.0,51.0,522.0,131.0,0.0,0.0,10.0,35.0,1.0,5.0,46.0,0.0,4.0,3.71,3.47,1.34,94.1,100.6,2.1,0.0,0.53
123,124.0,강만식,1957-02-15,Haitai Tigers,1983,22.0,1.0,1.0,14.0,6.0,4.0,0.0,0.0,94.0,42.0,29.0,387.0,83.0,0.0,0.0,5.0,22.0,2.0,5.0,51.0,1.0,0.0,2.78,2.46,1.12,117.2,132.2,2.09,0.0,0.53
124,125.0,김용남,1958-02-26,Binggre Eagles,1988,27.0,1.0,0.0,16.0,8.0,6.0,1.0,0.0,122.2,67.0,56.0,525.0,150.0,0.0,0.0,9.0,25.0,1.0,2.0,41.0,0.0,1.0,4.11,3.5,1.43,95.5,112.2,2.05,0.0,0.52
125,126.0,오명록,1962-04-06,Lotte Giants,1987,13.0,4.0,1.0,8.0,5.0,3.0,0.0,0.0,76.2,26.0,25.0,324.0,70.0,0.0,0.0,2.0,30.0,0.0,0.0,41.0,0.0,3.0,2.93,2.91,1.3,120.4,121.4,2.05,0.0,0.52
126,127.0,황태환,1952-08-06,OB Bears,1983,39.0,0.0,0.0,2.0,6.0,6.0,14.0,0.0,105.1,46.0,31.0,449.0,105.0,0.0,0.0,11.0,40.0,2.0,5.0,60.0,0.0,0.0,2.65,3.5,1.38,123.6,93.5,2.02,0.0,0.52
127,128.0,윤석환,1961-07-07,OB Bears,1985,41.0,1.0,0.0,4.0,5.0,1.0,6.0,0.0,110.1,48.0,41.0,453.0,114.0,0.0,0.0,13.0,30.0,0.0,5.0,44.0,1.0,2.0,3.34,3.9,1.31,106.6,91.4,2.01,0.0,0.52
128,129.0,오영일,1960-02-06,MBC Blue Dragons,1985,28.0,3.0,0.0,13.0,8.0,8.0,1.0,0.0,127.1,56.0,50.0,555.0,132.0,0.0,0.0,6.0,47.0,1.0,7.0,42.0,0.0,1.0,3.53,3.42,1.41,94.5,97.7,2.01,0.0,0.51
129,130.0,김태원,1964-01-28,MBC Blue Dragons,1986,33.0,1.0,0.0,12.0,2.0,6.0,3.0,0.0,107.0,35.0,34.0,438.0,87.0,0.0,0.0,8.0,41.0,1.0,1.0,50.0,0.0,2.0,2.86,3.26,1.2,103.7,90.9,1.98,0.0,0.5
130,131.0,박정후,1959-12-22,Samsung Lions,1984,31.0,2.0,0.0,22.0,5.0,11.0,0.0,0.0,139.0,58.0,54.0,586.0,129.0,0.0,0.0,9.0,70.0,1.0,11.0,60.0,3.0,6.0,3.5,3.85,1.43,96.0,87.2,1.96,0.0,0.5
131,132.0,배경환,1956-07-08,Lotte Giants,1984,35.0,2.0,0.0,15.0,6.0,5.0,2.0,0.0,121.2,57.0,47.0,516.0,134.0,0.0,0.0,10.0,28.0,0.0,5.0,59.0,0.0,2.0,3.48,3.05,1.33,93.6,106.6,1.95,0.0,0.48
132,133.0,김신부,1963-07-06,Pacific Dolphins,1988,29.0,2.0,1.0,17.0,9.0,8.0,1.0,0.0,123.1,63.0,53.0,526.0,126.0,0.0,0.0,8.0,29.0,5.0,16.0,38.0,1.0,0.0,3.87,3.78,1.26,99.0,101.4,1.9,0.0,0.48
133,134.0,조도연,1961-08-06,Haitai Tigers,1984,35.0,3.0,0.0,12.0,4.0,6.0,2.0,0.0,129.1,61.0,48.0,547.0,122.0,0.0,0.0,11.0,44.0,1.0,3.0,63.0,0.0,9.0,3.34,3.34,1.28,98.7,98.7,1.88,0.0,0.48
134,135.0,장호연,1960-05-05,OB Bears,1988,36.0,3.0,1.0,21.0,8.0,12.0,1.0,0.0,146.0,76.0,64.0,629.0,163.0,0.0,0.0,12.0,44.0,3.0,6.0,46.0,0.0,3.0,3.95,3.98,1.42,95.3,94.4,1.87,0.0,0.48
135,136.0,김정행,1952-05-15,Lotte Giants,1987,17.0,5.0,2.0,17.0,6.0,5.0,0.0,0.0,102.0,45.0,41.0,426.0,95.0,0.0,0.0,3.0,41.0,0.0,1.0,46.0,0.0,2.0,3.62,3.18,1.33,97.7,111.0,1.86,0.0,
136,137.0,김신부,1963-07-06,Chungbo Pintos,1987,27.0,4.0,1.0,16.0,6.0,11.0,1.0,0.0,113.2,54.0,51.0,500.0,132.0,0.0,0.0,4.0,32.0,5.0,13.0,33.0,1.0,1.0,4.04,3.4,1.44,88.9,105.6,1.86,0.0,0.47
137,138.0,황규봉,1953-04-24,Samsung Lions,1983,30.0,5.0,1.0,14.0,6.0,4.0,3.0,0.0,130.0,66.0,53.0,548.0,136.0,0.0,0.0,10.0,36.0,4.0,10.0,45.0,0.0,4.0,3.67,3.33,1.32,91.2,100.3,1.84,0.0,0.47
138,139.0,하기룡,1955-05-08,MBC Blue Dragons,1985,26.0,4.0,0.0,12.0,5.0,10.0,2.0,0.0,111.0,46.0,36.0,468.0,103.0,0.0,0.0,3.0,53.0,2.0,4.0,31.0,0.0,3.0,2.92,3.5,1.41,114.4,95.5,1.83,0.0,0.46
139,140.0,이동석,1964-01-11,Binggre Eagles,1988,17.0,2.0,1.0,10.0,7.0,3.0,2.0,0.0,76.0,34.0,31.0,311.0,72.0,0.0,0.0,3.0,20.0,2.0,4.0,27.0,2.0,0.0,3.67,3.25,1.21,106.9,120.8,1.81,0.0,0.46
140,141.0,김정수,1962-07-24,Haitai Tigers,1986,41.0,2.0,0.0,13.0,9.0,6.0,5.0,0.0,125.2,53.0,37.0,547.0,93.0,0.0,0.0,5.0,89.0,1.0,4.0,92.0,0.0,3.0,2.65,3.33,1.45,115.2,91.8,1.79,0.0,0.46
141,142.0,강만식,1957-02-15,Haitai Tigers,1984,28.0,3.0,0.0,19.0,11.0,4.0,0.0,0.0,129.2,58.0,47.0,540.0,124.0,0.0,0.0,14.0,36.0,2.0,7.0,60.0,0.0,1.0,3.26,3.57,1.23,101.0,92.4,1.77,0.0,0.45
142,143.0,정은배,1962-10-19,Samsung Lions,1985,29.0,5.0,1.0,17.0,7.0,9.0,2.0,0.0,141.0,66.0,57.0,607.0,142.0,0.0,0.0,14.0,60.0,3.0,8.0,46.0,2.0,4.0,3.64,4.24,1.43,100.1,85.9,1.76,0.0,0.45
143,144.0,윤학길,1961-07-04,Lotte Giants,1986,25.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,88.0,34.0,27.0,366.0,91.0,0.0,0.0,6.0,22.0,0.0,0.0,40.0,1.0,3.0,2.76,2.8,1.28,107.7,106.1,1.76,0.0,0.45
144,145.0,김용수,1960-05-02,MBC Blue Dragons,1988,34.0,1.0,0.0,3.0,3.0,5.0,11.0,0.0,98.2,51.0,49.0,438.0,118.0,0.0,0.0,5.0,31.0,1.0,3.0,51.0,0.0,0.0,4.47,3.21,1.51,83.9,116.9,1.75,0.0,0.44
145,146.0,황기선,1958-06-02,Haitai Tigers,1983,19.0,0.0,0.0,3.0,4.0,4.0,1.0,0.0,66.1,27.0,17.0,265.0,50.0,0.0,0.0,3.0,14.0,1.0,7.0,34.0,1.0,2.0,2.31,2.53,0.97,141.1,128.9,1.74,0.0,0.44
